id,PositionTitle,Designation,Salary,Locations,VacancyType,EmploymentCategory,NumberOfVacancies,NumberOfApplicants,NumberOfSuccessfulApplicants,Remoteness,Region,Flexibility,Vacancy6MonthsOrLess,Department,ClassificationLevel,SalaryRange,ApplicantSuccessRate,Success
164160,Manager Passenger Transport Planning,SENIOR ADMINISTRATIVE OFFICER 1,135933,Darwin,Fixed (Temporary) - Full Time,"Administration and Business Services, Transport and Logistics, Executive and Senior Management",1.0,10,1,Outer Regional,Darwin Region,No,No,"Department of Infrastructure, Planning and Logistics",First Management,134000 - 384000,1.0,Yes
164161,School Counsellor,PROFESSIONAL 3,117313,Darwin,Fixed (Temporary) - Part Time,"Professional, Education and Training",1.0,8,1,Outer Regional,Darwin Region,No,No,Department of Education,Entry,103000 - 134000,1.0,Yes
164167,Special Education Teacher,CLASSROOM TEACHER,84191,Alice Springs,Fixed (Temporary) - Full Time,Education and Training,1.0,4,0,Very Remote,Central Region,No,No,Department of Education,Entry,24000 - 88000,0.0,No
164169,Finance Bureau Business Manager,ADMINISTRATIVE OFFICER 5,90492,Katherine,Fixed (Temporary) - Full Time,"Accounting and Finance, Administration and Business Services",1.0,3,1,Remote,Big Rivers Region,No,No,Department of Education,First Management,88000 - 103000,1.0,Yes
164172,Recruitment Officer,ADMINISTRATIVE OFFICER 6,102135,Alice Springs,Fixed (Temporary) - Full Time,Administration and Business Services,1.0,10,1,Very Remote,Central Region,No,No,Department of Health,Entry,88000 - 103000,1.0,Yes
164185,Assistant Principal,SENIOR TEACHER 3,147568,Jabiru,Fixed (Temporary) - Full Time,Education and Training,1.0,5,0,Remote,Darwin Region,No,No,Department of Education,First Management,134000 - 384000,0.0,No
164189,Assistant Principal,SENIOR TEACHER 3,147568,Jabiru,Fixed (Temporary) - Full Time,Education and Training,1.0,7,0,Remote,Darwin Region,No,No,Department of Education,First Management,134000 - 384000,0.0,No
164194,Admin Manager,ADMINISTRATIVE OFFICER 5,90492,Katherine,Ongoing (Permanent) - Part Time,Administration and Business Services,1.0,9,1,Remote,Big Rivers Region,No,No,Department of Education,First Management,88000 - 103000,1.0,Yes
164199,Policy Implementation Planning Officer,ADMINISTRATIVE OFFICER 5,90492,Darwin,Ongoing (Permanent) - Full Time,Administration and Business Services,1.0,11,1,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",Entry,88000 - 103000,1.0,Yes
164206,Emergency Department Administration Clerk,ADMINISTRATIVE OFFICER 3,68933,Darwin,Ongoing (Permanent) - Full Time,Administration and Business Services,1.0,0,0,Outer Regional,Darwin Region,No,No,Department of Health,Entry,24000 - 88000,0.0,No
164208,Housing Officer,ADMINISTRATIVE OFFICER 4,79987,Palmerston,Fixed (Temporary) - Full Time,Administration and Business Services,1.0,49,1,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",Entry,24000 - 88000,1.0,Yes
164210,Senior Teacher for Homelands,SENIOR TEACHER 1,133553,Arlparra,Fixed (Temporary) - Full Time,Education and Training,1.0,2,1,Very Remote,Barkly Region,No,No,Department of Education,Intermediate,103000 - 134000,1.0,Yes
164212,Classroom Teacher ,CLASSROOM TEACHER,84191,Jabiru,Fixed (Temporary) - Full Time,Education and Training,1.0,5,1,Remote,Darwin Region,No,No,Department of Education,Entry,24000 - 88000,1.0,Yes
164213,Licensing Officer,ADMINISTRATIVE OFFICER 4,79987,Darwin,Ongoing (Permanent) - Full Time,Administration and Business Services,1.0,70,1,Outer Regional,Darwin Region,No,No,"Department of Infrastructure, Planning and Logistics",Entry,24000 - 88000,1.0,Yes
164217,Assistant Principal,SENIOR TEACHER 3,147568,Ngukurr-Roper River,Fixed (Temporary) - Full Time,Education and Training,1.0,1,1,Very Remote,Big Rivers Region,No,Yes,Department of Education,First Management,134000 - 384000,1.0,Yes
164227,Senior Procurement Advisor,ADMINISTRATIVE OFFICER 6,102135,"Darwin, Palmerston",Ongoing (Permanent) - Full Time,"Procurement, Grants and Contract Management",2.0,16,2,Outer Regional,Darwin Region,Yes,No,"Department of Infrastructure, Planning and Logistics",Intermediate,88000 - 103000,1.0,Yes
164238,Patient Care Attendant,PHYSICAL 3,63357,Nhulunbuy,Casual,Aged and Disability Care,2.0,6,2,Remote,East Arnhem Region,No,Yes,Department of Health,Entry,24000 - 88000,1.0,Yes
164239,Clinical Nurse,NURSE LEVEL 3 RDO,109710,Darwin,Fixed (Temporary) - Full Time,"Nursing and Midwifery, Administration and Business Services",1.0,0,0,Outer Regional,Darwin Region,No,No,Department of Health,Entry,103000 - 134000,0.0,No
164244,Project Coordinator ,ADMINISTRATIVE OFFICER 6,102135,Darwin,Fixed (Temporary) - Full Time,"Administration and Business Services, Information and Communication Technology (ICT), Program and Project Management",1.0,32,1,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,Intermediate,88000 - 103000,1.0,Yes
164246,Processing and Administration Officer,ADMINISTRATIVE OFFICER 3,68933,Darwin,Ongoing (Permanent) - Full Time,"Transport and Logistics, Administration and Business Services",1.0,57,1,Outer Regional,Darwin Region,No,No,"Department of Infrastructure, Planning and Logistics",Entry,24000 - 88000,1.0,Yes
164258,Regional Development Officer ,ADMINISTRATIVE OFFICER 6,102135,Katherine,Ongoing (Permanent) - Full Time,"Administration and Business Services, Communication, Media and Public Relations, Community Services",1.0,8,1,Remote,Big Rivers Region,No,No,Department of the Chief Minister and Cabinet,Entry,88000 - 103000,1.0,Yes
164259,Clinical Nurse Specialist Adult Mental Health,NURSE LEVEL 4 RDO,122287,Darwin,Ongoing (Permanent) - Full Time,Nursing and Midwifery,1.0,5,0,Outer Regional,Darwin Region,No,No,Department of Health,Intermediate,103000 - 134000,0.0,No
164268,Human Resources Officer,ADMINISTRATIVE OFFICER 4,79987,Darwin,Ongoing (Permanent) - Full Time,Human Resources and Work Health Safety,1.0,24,0,Outer Regional,Darwin Region,No,No,Department of the Chief Minister and Cabinet,Entry,24000 - 88000,0.0,No
164302,Physiotherapist ,"PROFESSIONAL 1, PROFESSIONAL 2",88290,"Darwin, Palmerston",Fixed (Temporary) - Full Time,Allied Health and Health Care Services,1.0,5,1,Outer Regional,Darwin Region,Yes,No,Department of Health,Entry,24000 - 88000,1.0,Yes
164307,"Director, Government Relations and Reporting",SENIOR ADMINISTRATIVE OFFICER 2,154922,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Program and Project Management",1.0,20,0,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",Middle Management,134000 - 384000,0.0,No
164308,Primary Health Care Manager,NURSE LEVEL 5 RDO,132461,Borroloola,Fixed (Temporary) - Full Time,Nursing and Midwifery,1.0,0,0,Very Remote,Big Rivers Region,No,No,Department of Health,First Management,103000 - 134000,0.0,No
164312,Remote Family Support Worker,ADMINISTRATIVE OFFICER 4,79987,Wurrumiyanga (Nguiu –Bathurst Is),Fixed (Temporary) - Part Time,"Child Protection, Community Services, Administration and Business Services",1.0,2,0,Remote,Top End Region,No,No,"Department of Territory Families, Housing and Communities",Entry,24000 - 88000,0.0,No
164313,Remote Family Support Worker,ADMINISTRATIVE OFFICER 4,79987,Gunbalanya-Oenpelli,Fixed (Temporary) - Part Time,"Child Protection, Community Services, Administration and Business Services",1.0,2,0,Remote,Top End Region,No,No,"Department of Territory Families, Housing and Communities",Entry,24000 - 88000,0.0,No
164314,Remote Family Support Worker,ADMINISTRATIVE OFFICER 4,79987,Wadeye-Port Keats,Fixed (Temporary) - Part Time,"Child Protection, Community Services, Administration and Business Services",1.0,1,0,Remote,Top End Region,No,No,"Department of Territory Families, Housing and Communities",Entry,24000 - 88000,0.0,No
164315,Remote Family Support Worker ,ADMINISTRATIVE OFFICER 4,79987,Maningrida,Fixed (Temporary) - Part Time,"Child Protection, Community Services, Administration and Business Services",1.0,3,0,Remote,Top End Region,No,No,"Department of Territory Families, Housing and Communities",Entry,24000 - 88000,0.0,No
164316,Remote Family Support Worker,ADMINISTRATIVE OFFICER 4,79987,Ngukurr-Roper River,Fixed (Temporary) - Part Time,"Child Protection, Community Services",1.0,1,0,Very Remote,Big Rivers Region,No,No,"Department of Territory Families, Housing and Communities",Entry,24000 - 88000,0.0,No
164317,Remote Family Support Worker,ADMINISTRATIVE OFFICER 4,79987,Angurugu,Fixed (Temporary) - Part Time,"Child Protection, Community Services",1.0,6,0,Very Remote,East Arnhem Region,No,No,"Department of Territory Families, Housing and Communities",Entry,24000 - 88000,0.0,No
164318,Primary Health Care Nurse,NURSE LEVEL 4 RDO,122287,Borroloola,Fixed (Temporary) - Full Time,Nursing and Midwifery,2.0,2,0,Very Remote,Big Rivers Region,No,No,Department of Health,Entry,103000 - 134000,0.0,No
164320,Child and Family Health Clinical Nurse Specialist,NURSE LEVEL 3 RDO,109710,Katherine,Ongoing (Permanent) - Full Time,Nursing and Midwifery,1.0,1,0,Remote,Big Rivers Region,No,No,Department of Health,Intermediate,103000 - 134000,0.0,No
164321,Mental Health Nurse,NURSE LEVEL 4 RDO,122287,Borroloola,Fixed (Temporary) - Full Time,Nursing and Midwifery,1.0,2,0,Very Remote,Big Rivers Region,No,No,Department of Health,Entry,103000 - 134000,0.0,No
164322,Primary Health Care Nurse,NURSE LEVEL 4 RDO,122287,Pine Creek,Fixed (Temporary) - Full Time,Nursing and Midwifery,1.0,3,0,Remote,Big Rivers Region,No,No,Department of Health,Entry,103000 - 134000,0.0,No
164336,Clinical Nurse Specialist,NURSE LEVEL 4,122287,Alice Springs,Casual,Nursing and Midwifery,4.0,6,4,Very Remote,Central Region,No,No,Department of Health,Intermediate,103000 - 134000,1.0,Yes
164360,Client Services Officer,ADMINISTRATIVE OFFICER 4,79987,Darwin,Ongoing (Permanent) - Full Time,Administration and Business Services,1.0,86,0,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",Entry,24000 - 88000,0.0,No
164362,Monitor,ADMINISTRATIVE OFFICER 3,68933,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Information and Communication Technology (ICT)",1.0,26,1,Outer Regional,Darwin Region,No,No,"NT Police, Fire and Emergency Services",Entry,24000 - 88000,1.0,Yes
164365,Client Services Officer,ADMINISTRATIVE OFFICER 4,79987,Darwin,Fixed (Temporary) - Full Time,Administration and Business Services,1.0,83,1,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",Entry,24000 - 88000,1.0,Yes
164376,Rural Medical Practitioner,SNR RURAL MEDICAL PRACTITIONER RL4.1-4.4,216400,Darwin,Fixed (Temporary) - Part Time,Medical,1.0,1,1,Outer Regional,Darwin Region,No,No,Department of Health,Entry,134000 - 384000,1.0,Yes
164377,Finance and Business Administration Officer,ADMINISTRATIVE OFFICER 6,102135,Darwin,Fixed (Temporary) - Full Time,"Accounting and Finance, Transport and Logistics, Administration and Business Services",1.0,30,1,Outer Regional,Darwin Region,No,Yes,"Department of Infrastructure, Planning and Logistics",Entry,88000 - 103000,1.0,Yes
164381,Clinical Director of Emergency Medicine,SENIOR SPECIALIST CLINICIAN,262168,Katherine,Fixed (Temporary) - Full Time,Medical,1.0,0,0,Remote,Big Rivers Region,No,No,Department of Health,Middle Management,134000 - 384000,0.0,No
164391,Specialist – Emergency Medicine,"RURAL GENERALIST RG1-RG3, RURAL MEDICAL PRACTITIONER RL3.1-RL3.5, SPECIALIST CLINICIAN, SENIOR RURAL GENERALIST SRG1-SRG3, SNR RURAL MEDICAL PRACTITIONER RL4.1-4.4, SENIOR SPECIALIST CLINICIAN",234800,Katherine,Fixed (Temporary) - Full Time,"Medical, Allied Health and Health Care Services",1.0,2,0,Remote,Big Rivers Region,No,No,Department of Health,Intermediate,134000 - 384000,0.0,No
164410,Teaching and Learning Officer ,SENIOR TEACHER 2,138843,Darwin,Fixed (Temporary) - Full Time,"Education and Training, Administration and Business Services",1.0,0,0,Outer Regional,Darwin Region,No,No,Department of Education,Entry,134000 - 384000,0.0,No
164413,Tenancy Contract Officer,ADMINISTRATIVE OFFICER 5,90492,Nhulunbuy,Fixed (Temporary) - Full Time,"Administration and Business Services, Community Services",1.0,12,0,Remote,East Arnhem Region,No,No,"Department of Territory Families, Housing and Communities",Entry,88000 - 103000,0.0,No
164417,Administrative Support Officer,ADMINISTRATIVE OFFICER 4,79987,Darwin,Ongoing (Permanent) - Full Time,Administration and Business Services,1.0,89,0,Outer Regional,Darwin Region,No,No,Department of Health,Entry,24000 - 88000,0.0,No
164418,Project Support Officer,ADMINISTRATIVE OFFICER 5,90492,Darwin,Ongoing (Permanent) - Full Time,Administration and Business Services,1.0,32,1,Outer Regional,Darwin Region,No,No,Department of Health,Entry,88000 - 103000,1.0,Yes
164424,Principal,EXECUTIVE CONTRACT PRINCIPAL LEVEL 5,237566,Palmerston,Fixed (Temporary) - Full Time,Education and Training,1.0,12,0,Outer Regional,Darwin Region,No,No,Department of Education,First Management,134000 - 384000,0.0,No
164439,Clinical Nurse Coordinator Operating Theatre,NURSE LEVEL 5 RDO,132461,Nhulunbuy,Ongoing (Permanent) - Full Time,Nursing and Midwifery,1.0,2,0,Remote,East Arnhem Region,No,No,Department of Health,Intermediate,103000 - 134000,0.0,No
164448,Program Officer,ADMINISTRATIVE OFFICER 5,90492,Darwin,Ongoing (Permanent) - Full Time,Administration and Business Services,1.0,44,1,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,Entry,88000 - 103000,1.0,Yes
164450,Senior Land Resource Officer,PROFESSIONAL 2,98618,Palmerston,Fixed (Temporary) - Full Time,"Environment, Natural Resources and Conservation, Science",1.0,5,1,Outer Regional,Darwin Region,No,No,"Department of Environment, Parks and Water Security",Intermediate,88000 - 103000,1.0,Yes
164452,Stores/Inventory Officer,ADMINISTRATIVE OFFICER 3,68933,Alice Springs,Ongoing (Permanent) - Full Time,"Administration and Business Services, Allied Health and Health Care Services",2.0,0,0,Very Remote,Central Region,No,No,Department of Health,Entry,24000 - 88000,0.0,No
164476,Application Support Officer,ADMINISTRATIVE OFFICER 4,79987,Darwin,Fixed (Temporary) - Full Time,"Information and Communication Technology (ICT), Administration and Business Services",1.0,51,1,Outer Regional,Darwin Region,No,No,"NT Police, Fire and Emergency Services",Entry,24000 - 88000,1.0,Yes
164502,Administrative Officer,ADMINISTRATIVE OFFICER 3,68933,Katherine,Fixed (Temporary) - Full Time,"Accounting and Finance, Administration and Business Services",1.0,12,1,Remote,Big Rivers Region,No,No,"Department of Territory Families, Housing and Communities",Entry,24000 - 88000,1.0,Yes
164505,Youth Worker,ADMINISTRATIVE OFFICER 4,79987,Darwin,Ongoing (Permanent) - Full Time,"Child Protection, Community Services, Administration and Business Services",1.0,65,1,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",Entry,24000 - 88000,1.0,Yes
164506,Aboriginal Community Worker,ADMINISTRATIVE OFFICER 4,79987,Darwin,Ongoing (Permanent) - Full Time,"Child Protection, Community Services",2.0,12,0,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",Entry,24000 - 88000,0.0,No
164508,Senior Ranger,TECHNICAL 3 - RDO,81825,Watarrka,Fixed (Temporary) - Full Time,"Agriculture, Animal and Horticulture, Environment, Natural Resources and Conservation, Science",1.0,11,0,Very Remote,Central Region,No,No,"Department of Tourism, Sport and Culture",Intermediate,24000 - 88000,0.0,No
164514,Senior Manager Shared Administration,SENIOR ADMINISTRATIVE OFFICER 1,135933,Darwin,Ongoing (Permanent) - Full Time,Administration and Business Services,1.0,5,1,Outer Regional,Darwin Region,No,No,Department of Education,First Management,134000 - 384000,1.0,Yes
164515,Principal,EXECUTIVE CONTRACT PRINCIPAL LEVEL 2,201447,Katherine,Fixed (Temporary) - Full Time,Education and Training,1.0,6,1,Remote,Big Rivers Region,No,No,Department of Education,First Management,134000 - 384000,1.0,Yes
